datetime,Load,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,year,month,day,hour,is_holiday
2025/3/18 5:30,3857.41984,-3.3,36.5,3.85,0,2025,3,18,5,0
2025/3/18 5:45,3876.883744,-3.35,34.25,3.875,0,2025,3,18,5,0
2025/3/18 6:00,3931.95952,-3.4,32,3.9,0,2025,3,18,6,0
2025/3/18 6:15,4029.995584,-3.25,31,3.85,9.75,2025,3,18,6,0
2025/3/18 6:30,4098.812992,-3.1,30,3.8,19.5,2025,3,18,6,0
2025/3/18 6:45,4251.9616,-2.95,29,3.75,29.25,2025,3,18,6,0
2025/3/18 7:00,4393.7608,-2.8,28,3.7,39,2025,3,18,7,0
2025/3/18 7:15,4589.09824,-2.45,27.25,3.75,77,2025,3,18,7,0
2025/3/18 7:30,4853.09872,-2.1,26.5,3.8,115,2025,3,18,7,0
2025/3/18 7:45,5316.196096,-1.75,25.75,3.85,153,2025,3,18,7,0
2025/3/18 8:00,6277.450912,-1.4,25,3.9,191,2025,3,18,8,0
2025/3/18 8:15,7221.129088,-0.95,25,3.925,237,2025,3,18,8,0
2025/3/18 8:30,7625.310112,-0.5,25,3.95,283,2025,3,18,8,0
2025/3/18 8:45,7883.113792,-0.05,25,3.975,329,2025,3,18,8,0
2025/3/18 9:00,8038.553152,0.4,25,4,375,2025,3,18,9,0
2025/3/18 9:15,8126.985664,0.75,23.75,4.025,417,2025,3,18,9,0
2025/3/18 9:30,8205.237856,1.1,22.5,4.05,459,2025,3,18,9,0
2025/3/18 9:45,8306.031232,1.45,21.25,4.075,501,2025,3,18,9,0
2025/3/18 10:00,8350.493152,1.8,20,4.1,543,2025,3,18,10,0
2025/3/18 10:15,8410.850272,2.05,19,4.1,574.5,2025,3,18,10,0
2025/3/18 10:30,8466.266848,2.3,18,4.1,606,2025,3,18,10,0
2025/3/18 10:45,8490.083104,2.55,17,4.1,637.5,2025,3,18,10,0
2025/3/18 11:00,8499.095296,2.8,16,4.1,669,2025,3,18,11,0
2025/3/18 11:15,8495.64064,3.05,15.75,4.1,686,2025,3,18,11,0
2025/3/18 11:30,8314.295296,3.3,15.5,4.1,703,2025,3,18,11,0
2025/3/18 11:45,7924.516096,3.55,15.25,4.1,720,2025,3,18,11,0
2025/3/18 12:00,6942.13888,3.8,15,4.1,737,2025,3,18,12,0
2025/3/18 12:15,6285.633472,4.05,14.75,4.1,737.25,2025,3,18,12,0
2025/3/18 12:30,6229.274176,4.3,14.5,4.1,737.5,2025,3,18,12,0
2025/3/18 12:45,6223.812352,4.55,14.25,4.1,737.75,2025,3,18,12,0
2025/3/18 13:00,6320.924704,4.8,14,4.1,738,2025,3,18,13,0
2025/3/18 13:15,6507.190912,5,13.75,4.075,722.75,2025,3,18,13,0
2025/3/18 13:30,7170.71872,5.2,13.5,4.05,707.5,2025,3,18,13,0
2025/3/18 13:45,7863.494656,5.4,13.25,4.025,692.25,2025,3,18,13,0
2025/3/18 14:00,8028.106528,5.6,13,4,677,2025,3,18,14,0
2025/3/18 14:15,8199.87808,5.75,12.75,4,647.75,2025,3,18,14,0
2025/3/18 14:30,8227.565344,5.9,12.5,4,618.5,2025,3,18,14,0
2025/3/18 14:45,8282.387488,6.05,12.25,4,589.25,2025,3,18,14,0
2025/3/18 15:00,8315.78032,6.2,12,4,560,2025,3,18,15,0
2025/3/18 15:15,8369.003104,6.15,12,3.975,519.75,2025,3,18,15,0
2025/3/18 15:30,8449.434016,6.1,12,3.95,479.5,2025,3,18,15,0
2025/3/18 15:45,8475.712192,6.05,12,3.925,439.25,2025,3,18,15,0
2025/3/18 16:00,8522.054656,6,12,3.9,399,2025,3,18,16,0
2025/3/18 16:15,8561.193472,5.85,12.25,3.85,353,2025,3,18,16,0
2025/3/18 16:30,8607.963424,5.7,12.5,3.8,307,2025,3,18,16,0
2025/3/18 16:45,8576.817856,5.55,12.75,3.75,261,2025,3,18,16,0
2025/3/18 17:00,8469.285664,5.4,13,3.7,215,2025,3,18,17,0
2025/3/18 17:15,8290.790272,5,13.75,3.275,174.75,2025,3,18,17,0
2025/3/18 17:30,7752.376576,4.6,14.5,2.85,134.5,2025,3,18,17,0
2025/3/18 17:45,7265.664064,4.2,15.25,2.425,94.25,2025,3,18,17,0
2025/3/18 18:00,7196.967328,3.8,16,2,54,2025,3,18,18,0
2025/3/18 18:15,7336.692352,3.325,17,1.8,40.5,2025,3,18,18,0
2025/3/18 18:30,7720.902784,2.85,18,1.6,27,2025,3,18,18,0
2025/3/18 18:45,8153.357536,2.375,19,1.4,13.5,2025,3,18,18,0
2025/3/18 19:00,8247.562144,1.9,20,1.2,0,2025,3,18,19,0
2025/3/18 19:15,8332.065664,1.575,22.75,1.5,0,2025,3,18,19,0
2025/3/18 19:30,8289.823744,1.25,25.5,1.8,0,2025,3,18,19,0
2025/3/18 19:45,8216.068768,0.925,28.25,2.1,0,2025,3,18,19,0
2025/3/18 20:00,8093.570272,0.6,31,2.4,0,2025,3,18,20,0
2025/3/18 20:15,8062.707808,0.15,37,2.475,0,2025,3,18,20,0
2025/3/18 20:30,8026.815616,-0.3,43,2.55,0,2025,3,18,20,0
2025/3/18 20:45,7944.55888,-0.75,49,2.625,0,2025,3,18,20,0
2025/3/18 21:00,7817.454976,-1.2,55,2.7,0,2025,3,18,21,0
2025/3/18 21:15,7706.572672,-1.35,54.5,2.6,0,2025,3,18,21,0
2025/3/18 21:30,7545.750112,-1.5,54,2.5,0,2025,3,18,21,0
2025/3/18 21:45,7340.124064,-1.65,53.5,2.4,0,2025,3,18,21,0
2025/3/18 22:00,7163.28112,-1.8,53,2.3,0,2025,3,18,22,0
2025/3/18 22:15,6960.849088,-1.85,52,2.25,0,2025,3,18,22,0
2025/3/18 22:30,6735.603424,-1.9,51,2.2,0,2025,3,18,22,0
2025/3/18 22:45,6461.8384,-1.95,50,2.15,0,2025,3,18,22,0
2025/3/18 23:00,6230.21968,-2,49,2.1,0,2025,3,18,23,0
2025/3/18 23:15,5960.775616,-2.05,48.75,1.925,0,2025,3,18,23,0
2025/3/18 23:30,5743.788448,-2.1,48.5,1.75,0,2025,3,18,23,0
2025/3/18 23:45,5546.453152,-2.15,48.25,1.575,0,2025,3,18,23,0
2025/3/19 0:00,5404.563424,-2.2,48,1.4,0,2025,3,19,0,0
2025/3/19 0:15,5287.593472,-2.25,48.25,1.35,0,2025,3,19,0,0
2025/3/19 0:30,5229.79888,-2.3,48.5,1.3,0,2025,3,19,0,0
2025/3/19 0:45,5172.003424,-2.35,48.75,1.25,0,2025,3,19,0,0
2025/3/19 1:00,5131.691872,-2.4,49,1.2,0,2025,3,19,1,0
2025/3/19 1:15,5081.323264,-2.425,50,1.25,0,2025,3,19,1,0
2025/3/19 1:30,5033.36032,-2.45,51,1.3,0,2025,3,19,1,0
2025/3/19 1:45,4995.78112,-2.475,52,1.35,0,2025,3,19,1,0
2025/3/19 2:00,4947.795136,-2.5,53,1.4,0,2025,3,19,2,0
2025/3/19 2:15,4915.237216,-2.475,54.5,1.55,0,2025,3,19,2,0
2025/3/19 2:30,4889.69968,-2.45,56,1.7,0,2025,3,19,2,0
2025/3/19 2:45,4868.412832,-2.425,57.5,1.85,0,2025,3,19,2,0
2025/3/19 3:00,4835.114656,-2.4,59,2,0,2025,3,19,3,0
2025/3/19 3:15,4808.178016,-2.4,61.5,2.075,0,2025,3,19,3,0
2025/3/19 3:30,4788.382144,-2.4,64,2.15,0,2025,3,19,3,0
2025/3/19 3:45,4770.735616,-2.4,66.5,2.225,0,2025,3,19,3,0
2025/3/19 4:00,4750.014976,-2.4,69,2.3,0,2025,3,19,4,0
2025/3/19 4:15,4723.650112,-2.4,70.75,2.325,0,2025,3,19,4,0
2025/3/19 4:30,4719.80032,-2.4,72.5,2.35,0,2025,3,19,4,0
2025/3/19 4:45,4711.930912,-2.4,74.25,2.375,0,2025,3,19,4,0
2025/3/19 5:00,4708.21936,-2.4,76,2.4,0,2025,3,19,5,0
2025/3/19 5:15,4704.5416,-2.35,77.5,2.425,0,2025,3,19,5,0
2025/3/19 5:30,4723.756096,-2.3,79,2.45,0,2025,3,19,5,0
2025/3/19 5:45,4737.290752,-2.25,80.5,2.475,0,2025,3,19,5,0
2025/3/19 6:00,4765.568128,-2.2,82,2.5,0,2025,3,19,6,0
2025/3/19 6:15,4831.757536,-1.95,81.25,2.5,10,2025,3,19,6,0
2025/3/19 6:30,4887.536896,-1.7,80.5,2.5,20,2025,3,19,6,0
2025/3/19 6:45,4985.615296,-1.45,79.75,2.5,30,2025,3,19,6,0
2025/3/19 7:00,5084.924704,-1.2,79,2.5,40,2025,3,19,7,0
2025/3/19 7:15,5247.714496,-0.6,76,2.275,77,2025,3,19,7,0
2025/3/19 7:30,5462.2,0,73,2.05,114,2025,3,19,7,0
2025/3/19 7:45,5858.487328,0.6,70,1.825,151,2025,3,19,7,0
2025/3/19 8:00,6697.093792,1.2,67,1.6,188,2025,3,19,8,0
2025/3/19 8:15,7606.623904,2,65.25,1.8,232.75,2025,3,19,8,0
2025/3/19 8:30,7989.730048,2.8,63.5,2,277.5,2025,3,19,8,0
2025/3/19 8:45,8206.264384,3.6,61.75,2.2,322.25,2025,3,19,8,0
2025/3/19 9:00,8360.42128,4.4,60,2.4,367,2025,3,19,9,0
2025/3/19 9:15,8408.966848,5.1,57,2.45,408,2025,3,19,9,0
2025/3/19 9:30,8477.992192,5.8,54,2.5,449,2025,3,19,9,0
2025/3/19 9:45,8570.454976,6.5,51,2.55,490,2025,3,19,9,0
2025/3/19 10:00,8611.909408,7.2,48,2.6,531,2025,3,19,10,0
2025/3/19 10:15,8693.99872,7.75,46.25,2.675,561.25,2025,3,19,10,0
2025/3/19 10:30,8744.590048,8.3,44.5,2.75,591.5,2025,3,19,10,0
2025/3/19 10:45,8772.425344,8.85,42.75,2.825,621.75,2025,3,19,10,0
2025/3/19 11:00,8759.094976,9.4,41,2.9,652,2025,3,19,11,0
2025/3/19 11:15,8744.67808,9.725,40.5,3.05,668,2025,3,19,11,0
2025/3/19 11:30,8531.723104,10.05,40,3.2,684,2025,3,19,11,0
2025/3/19 11:45,8128.455616,10.375,39.5,3.35,700,2025,3,19,11,0
2025/3/19 12:00,7094.817376,10.7,39,3.5,716,2025,3,19,12,0
2025/3/19 12:15,6440.271232,10.725,39.75,3.7,715.25,2025,3,19,12,0
2025/3/19 12:30,6433.942144,10.75,40.5,3.9,714.5,2025,3,19,12,0
2025/3/19 12:45,6417.165664,10.775,41.25,4.1,713.75,2025,3,19,12,0
2025/3/19 13:00,6519.254656,10.8,42,4.3,713,2025,3,19,13,0
2025/3/19 13:15,6742.653952,10.575,42,4.325,700.5,2025,3,19,13,0
2025/3/19 13:30,7394.3584,10.35,42,4.35,688,2025,3,19,13,0
2025/3/19 13:45,8116.164064,10.125,42,4.375,675.5,2025,3,19,13,0
2025/3/19 14:00,8273.050912,9.9,42,4.4,663,2025,3,19,14,0
2025/3/19 14:15,8446.983424,9.8,41.75,4.175,634,2025,3,19,14,0
2025/3/19 14:30,8455.24,9.7,41.5,3.95,605,2025,3,19,14,0
2025/3/19 14:45,8504.965024,9.6,41.25,3.725,576,2025,3,19,14,0
2025/3/19 15:00,8518.262464,9.5,41,3.5,547,2025,3,19,15,0
2025/3/19 15:15,8580.087808,9.275,42.25,3.5,507.75,2025,3,19,15,0
2025/3/19 15:30,8638.930912,9.05,43.5,3.5,468.5,2025,3,19,15,0
2025/3/19 15:45,8657.295616,8.825,44.75,3.5,429.25,2025,3,19,15,0
2025/3/19 16:00,8706.565024,8.6,46,3.5,390,2025,3,19,16,0
2025/3/19 16:15,8777.987488,8.1,48.5,3.525,345.25,2025,3,19,16,0
2025/3/19 16:30,8827.242784,7.6,51,3.55,300.5,2025,3,19,16,0
2025/3/19 16:45,8809.591552,7.1,53.5,3.575,255.75,2025,3,19,16,0
2025/3/19 17:00,8699.914336,6.6,56,3.6,211,2025,3,19,17,0
2025/3/19 17:15,8491.824064,5.975,58.25,3.5,172,2025,3,19,17,0
2025/3/19 17:30,7893.455296,5.35,60.5,3.4,133,2025,3,19,17,0
2025/3/19 17:45,7451.728768,4.725,62.75,3.3,94,2025,3,19,17,0
2025/3/19 18:00,7406.193472,4.1,65,3.2,55,2025,3,19,18,0
2025/3/19 18:15,7508.10112,3.825,66.5,2.925,41.25,2025,3,19,18,0
2025/3/19 18:30,7893.310048,3.55,68,2.65,27.5,2025,3,19,18,0
2025/3/19 18:45,8248.204384,3.275,69.5,2.375,13.75,2025,3,19,18,0
2025/3/19 19:00,8336.371552,3,71,2.1,0,2025,3,19,19,0
2025/3/19 19:15,8385.755296,2.7,72.75,1.7,0,2025,3,19,19,0
2025/3/19 19:30,8346.52192,2.4,74.5,1.3,0,2025,3,19,19,0
2025/3/19 19:45,8278.369408,2.1,76.25,0.9,0,2025,3,19,19,0
2025/3/19 20:00,8155.671232,1.8,78,0.5,0,2025,3,19,20,0
2025/3/19 20:15,8105.53936,2,77.75,0.625,0,2025,3,19,20,0
2025/3/19 20:30,8112.830272,2.2,77.5,0.75,0,2025,3,19,20,0
2025/3/19 20:45,8011.376896,2.4,77.25,0.875,0,2025,3,19,20,0
2025/3/19 21:00,7877.764864,2.6,77,1,0,2025,3,19,21,0
2025/3/19 21:15,7717.09984,2.45,78.5,1.275,0,2025,3,19,21,0
2025/3/19 21:30,7569.073792,2.3,80,1.55,0,2025,3,19,21,0
2025/3/19 21:45,7374.72016,2.15,81.5,1.825,0,2025,3,19,21,0
2025/3/19 22:00,7174.149088,2,83,2.1,0,2025,3,19,22,0
2025/3/19 22:15,6958.466368,1.775,84.25,1.725,0,2025,3,19,22,0
2025/3/19 22:30,6777.843904,1.55,85.5,1.35,0,2025,3,19,22,0
2025/3/19 22:45,6495.31888,1.325,86.75,0.975,0,2025,3,19,22,0
2025/3/19 23:00,6253.357216,1.1,88,0.6,0,2025,3,19,23,0
2025/3/19 23:15,5981.902144,1.075,87.75,0.75,0,2025,3,19,23,0
2025/3/19 23:30,5799.151552,1.05,87.5,0.9,0,2025,3,19,23,0
2025/3/19 23:45,5569.522144,1.025,87.25,1.05,0,2025,3,19,23,0
2025/3/20 0:00,5408.989888,1,87,1.2,0,2025,3,20,0,0
2025/3/20 0:15,5309.529088,0.925,86.75,1.45,0,2025,3,20,0,0
2025/3/20 0:30,5238.010912,0.85,86.5,1.7,0,2025,3,20,0,0
2025/3/20 0:45,5203.71808,0.775,86.25,1.95,0,2025,3,20,0,0
2025/3/20 1:00,5150.582464,0.7,86,2.2,0,2025,3,20,1,0
2025/3/20 1:15,5105.883424,0.625,84,2.225,0,2025,3,20,1,0
2025/3/20 1:30,5068.771552,0.55,82,2.25,0,2025,3,20,1,0
2025/3/20 1:45,5027.64112,0.475,80,2.275,0,2025,3,20,1,0
2025/3/20 2:00,4981.953472,0.4,78,2.3,0,2025,3,20,2,0
2025/3/20 2:15,4955.491552,0.5,74,2.375,0,2025,3,20,2,0
2025/3/20 2:30,4936.095136,0.6,70,2.45,0,2025,3,20,2,0
2025/3/20 2:45,4904.617216,0.7,66,2.525,0,2025,3,20,2,0
2025/3/20 3:00,4867.482784,0.8,62,2.6,0,2025,3,20,3,0
2025/3/20 3:15,4835.517856,0.8,58.75,2.425,0,2025,3,20,3,0
2025/3/20 3:30,4812.841984,0.8,55.5,2.25,0,2025,3,20,3,0
2025/3/20 3:45,4796.863744,0.8,52.25,2.075,0,2025,3,20,3,0
2025/3/20 4:00,4779.712672,0.8,49,1.9,0,2025,3,20,4,0
2025/3/20 4:15,4757.256256,0.925,46.75,2.025,0,2025,3,20,4,0
2025/3/20 4:30,4741.977856,1.05,44.5,2.15,0,2025,3,20,4,0
2025/3/20 4:45,4752.457696,1.175,42.25,2.275,0,2025,3,20,4,0
2025/3/20 5:00,4736.985664,1.3,40,2.4,0,2025,3,20,5,0
2025/3/20 5:15,4749.63952,1.575,39.5,2.55,0,2025,3,20,5,0
2025/3/20 5:30,4747.448128,1.85,39,2.7,0,2025,3,20,5,0
2025/3/20 5:45,4772.187328,2.125,38.5,2.85,0,2025,3,20,5,0
2025/3/20 6:00,4797.627808,2.4,38,3,0,2025,3,20,6,0
2025/3/20 6:15,4879.906048,2.925,36.5,3.15,11.5,2025,3,20,6,0
2025/3/20 6:30,4957.3216,3.45,35,3.3,23,2025,3,20,6,0
2025/3/20 6:45,5065.108768,3.975,33.5,3.45,34.5,2025,3,20,6,0
2025/3/20 7:00,5155.342144,4.5,32,3.6,46,2025,3,20,7,0
2025/3/20 7:15,5309.904544,5.275,30.5,3.6,85.5,2025,3,20,7,0
2025/3/20 7:30,5536.81936,6.05,29,3.6,125,2025,3,20,7,0
2025/3/20 7:45,5919.6184,6.825,27.5,3.6,164.5,2025,3,20,7,0
2025/3/20 8:00,6785.725024,7.6,26,3.6,204,2025,3,20,8,0
2025/3/20 8:15,7706.612512,8.25,25.5,3,251,2025,3,20,8,0
2025/3/20 8:30,8041.290592,8.9,25,2.4,298,2025,3,20,8,0
2025/3/20 8:45,8263.210912,9.55,24.5,1.8,345,2025,3,20,8,0
2025/3/20 9:00,8388.3016,10.2,24,1.2,392,2025,3,20,9,0
2025/3/20 9:15,8492.367808,11.25,22.5,1.15,433.25,2025,3,20,9,0
2025/3/20 9:30,8562.737536,12.3,21,1.1,474.5,2025,3,20,9,0
2025/3/20 9:45,8653.088128,13.35,19.5,1.05,515.75,2025,3,20,9,0
2025/3/20 10:00,8717.729728,14.4,18,1,557,2025,3,20,10,0
2025/3/20 10:15,8756.955616,15.35,17,1.15,584.75,2025,3,20,10,0
2025/3/20 10:30,8807.010592,16.3,16,1.3,612.5,2025,3,20,10,0
2025/3/20 10:45,8828.08192,17.25,15,1.45,640.25,2025,3,20,10,0
2025/3/20 11:00,8833.06096,18.2,14,1.6,668,2025,3,20,11,0
2025/3/20 11:15,8816.104384,18.8,12.5,1.725,684,2025,3,20,11,0
2025/3/20 11:30,8612.168128,19.4,11,1.85,700,2025,3,20,11,0
2025/3/20 11:45,8209.789408,20,9.5,1.975,716,2025,3,20,11,0
2025/3/20 12:00,7160.229088,20.6,8,2.1,732,2025,3,20,12,0
2025/3/20 12:15,6492.212512,20.75,7.75,2.125,732.5,2025,3,20,12,0
2025/3/20 12:30,6426.452512,20.9,7.5,2.15,733,2025,3,20,12,0
2025/3/20 12:45,6419.684224,21.05,7.25,2.175,733.5,2025,3,20,12,0
2025/3/20 13:00,6523.822144,21.2,7,2.2,734,2025,3,20,13,0
2025/3/20 13:15,6745.930048,21.3,7,2.45,718.75,2025,3,20,13,0
2025/3/20 13:30,7365.646048,21.4,7,2.7,703.5,2025,3,20,13,0
2025/3/20 13:45,8047.744384,21.5,7,2.95,688.25,2025,3,20,13,0
2025/3/20 14:00,8208.52,21.6,7,3.2,673,2025,3,20,14,0
2025/3/20 14:15,8361.589408,21.5,7.5,3.625,641,2025,3,20,14,0
2025/3/20 14:30,8394.131872,21.4,8,4.05,609,2025,3,20,14,0
2025/3/20 14:45,8430.270592,21.3,8.5,4.475,577,2025,3,20,14,0
2025/3/20 15:00,8451.937216,21.2,9,4.9,545,2025,3,20,15,0
2025/3/20 15:15,8501.97808,21.075,9.75,4.925,506.75,2025,3,20,15,0
2025/3/20 15:30,8567.415616,20.95,10.5,4.95,468.5,2025,3,20,15,0
2025/3/20 15:45,8599.017856,20.825,11.25,4.975,430.25,2025,3,20,15,0
2025/3/20 16:00,8426.44,20.7,12,5,392,2025,3,20,16,0
2025/3/20 16:15,8276.205664,20.325,13.25,5.025,347.75,2025,3,20,16,0
2025/3/20 16:30,8147.306848,19.95,14.5,5.05,303.5,2025,3,20,16,0
2025/3/20 16:45,8126.48032,19.575,15.75,5.075,259.25,2025,3,20,16,0
2025/3/20 17:00,8098.152832,19.2,17,5.1,215,2025,3,20,17,0
2025/3/20 17:15,7963.195936,18.525,17.75,4.675,175.25,2025,3,20,17,0
2025/3/20 17:30,7419.315136,17.85,18.5,4.25,135.5,2025,3,20,17,0
2025/3/20 17:45,6953.428768,17.175,19.25,3.825,95.75,2025,3,20,17,0
2025/3/20 18:00,6881.803744,16.5,20,3.4,56,2025,3,20,18,0
2025/3/20 18:15,6967.513792,15.925,21,3.3,42,2025,3,20,18,0
2025/3/20 18:30,7270.066528,15.35,22,3.2,28,2025,3,20,18,0
2025/3/20 18:45,7696.11904,14.775,23,3.1,14,2025,3,20,18,0
2025/3/20 19:00,7916.05888,14.2,24,3,0,2025,3,20,19,0
2025/3/20 19:15,8004.826528,13.8,25,3,0,2025,3,20,19,0
2025/3/20 19:30,7976.1184,13.4,26,3,0,2025,3,20,19,0
2025/3/20 19:45,7914.4384,13,27,3,0,2025,3,20,19,0
2025/3/20 20:00,7796.596576,12.6,28,3,0,2025,3,20,20,0
2025/3/20 20:15,7774.370272,12.525,28,2.925,0,2025,3,20,20,0
2025/3/20 20:30,7764.211552,12.45,28,2.85,0,2025,3,20,20,0
2025/3/20 20:45,7712.186368,12.375,28,2.775,0,2025,3,20,20,0
2025/3/20 21:00,7584.05872,12.3,28,2.7,0,2025,3,20,21,0
2025/3/20 21:15,7469.476576,11.875,28.75,2.725,0,2025,3,20,21,0
2025/3/20 21:30,7344.052192,11.45,29.5,2.75,0,2025,3,20,21,0
2025/3/20 21:45,7179.66112,11.025,30.25,2.775,0,2025,3,20,21,0
2025/3/20 22:00,7016.21968,10.6,31,2.8,0,2025,3,20,22,0
2025/3/20 22:15,6811.630048,10.45,31.25,2.825,0,2025,3,20,22,0
2025/3/20 22:30,6603.502144,10.3,31.5,2.85,0,2025,3,20,22,0
2025/3/20 22:45,6347.075296,10.15,31.75,2.875,0,2025,3,20,22,0
2025/3/20 23:00,6133.293472,10,32,2.9,0,2025,3,20,23,0
2025/3/20 23:15,5882.528608,10.1,31.5,2.85,0,2025,3,20,23,0
2025/3/20 23:30,5656.42096,10.2,31,2.8,0,2025,3,20,23,0
2025/3/20 23:45,5465.575936,10.3,30.5,2.75,0,2025,3,20,23,0
2025/3/21 0:00,5297.505184,10.4,30,2.7,0,2025,3,21,0,0
2025/3/21 0:15,5195.13904,10.375,30.5,2.9,0,2025,3,21,0,0
2025/3/21 0:30,5136.047008,10.35,31,3.1,0,2025,3,21,0,0
2025/3/21 0:45,5072.375296,10.325,31.5,3.3,0,2025,3,21,0,0
2025/3/21 1:00,5026.441984,10.3,32,3.5,0,2025,3,21,1,0
2025/3/21 1:15,4981.027648,10.325,32.25,3.6,0,2025,3,21,1,0
2025/3/21 1:30,4944.931072,10.35,32.5,3.7,0,2025,3,21,1,0
2025/3/21 1:45,4908.104704,10.375,32.75,3.8,0,2025,3,21,1,0
2025/3/21 2:00,4873.415776,10.4,33,3.9,0,2025,3,21,2,0
2025/3/21 2:15,4838.01952,10.35,33.25,3.975,0,2025,3,21,2,0
2025/3/21 2:30,4808.557216,10.3,33.5,4.05,0,2025,3,21,2,0
2025/3/21 2:45,4795.077376,10.25,33.75,4.125,0,2025,3,21,2,0
2025/3/21 3:00,4758.190048,10.2,34,4.2,0,2025,3,21,3,0
2025/3/21 3:15,4729.61872,10.2,34.5,4.275,0,2025,3,21,3,0
2025/3/21 3:30,4709.431072,10.2,35,4.35,0,2025,3,21,3,0
2025/3/21 3:45,4689.671392,10.2,35.5,4.425,0,2025,3,21,3,0
2025/3/21 4:00,4675.094656,10.2,36,4.5,0,2025,3,21,4,0
2025/3/21 4:15,4663.757056,10.175,36.75,4.525,0,2025,3,21,4,0
2025/3/21 4:30,4647.462784,10.15,37.5,4.55,0,2025,3,21,4,0
2025/3/21 4:45,4638.387808,10.125,38.25,4.575,0,2025,3,21,4,0
2025/3/21 5:00,4621.894816,10.1,39,4.6,0,2025,3,21,5,0
2025/3/21 5:15,4636.56112,10.125,39.25,4.75,0,2025,3,21,5,0
2025/3/21 5:30,4647.883744,10.15,39.5,4.9,0,2025,3,21,5,0
2025/3/21 5:45,4658.97856,10.175,39.75,5.05,0,2025,3,21,5,0
2025/3/21 6:00,4694.390752,10.2,40,5.2,0,2025,3,21,6,0
2025/3/21 6:15,4774.154656,10.45,39.75,5.225,11,2025,3,21,6,0
2025/3/21 6:30,4838.292352,10.7,39.5,5.25,22,2025,3,21,6,0
2025/3/21 6:45,4960.196416,10.95,39.25,5.275,33,2025,3,21,6,0
2025/3/21 7:00,5054.72032,11.2,39,5.3,44,2025,3,21,7,0
2025/3/21 7:15,5199.275296,11.7,37.75,5.175,81.25,2025,3,21,7,0
2025/3/21 7:30,5399.630272,12.2,36.5,5.05,118.5,2025,3,21,7,0
2025/3/21 7:45,5796.194656,12.7,35.25,4.925,155.75,2025,3,21,7,0
2025/3/21 8:00,6683.392672,13.2,34,4.8,193,2025,3,21,8,0
2025/3/21 8:15,7529.652832,14.225,32,4.475,237.25,2025,3,21,8,0
2025/3/21 8:30,7851.644704,15.25,30,4.15,281.5,2025,3,21,8,0
2025/3/21 8:45,8056.369408,16.275,28,3.825,325.75,2025,3,21,8,0
2025/3/21 9:00,8184.888448,17.3,26,3.5,370,2025,3,21,9,0
2025/3/21 9:15,8257.088128,18.1,24.75,3.7,410,2025,3,21,9,0
2025/3/21 9:30,8345.167168,18.9,23.5,3.9,450,2025,3,21,9,0
2025/3/21 9:45,8397.626848,19.7,22.25,4.1,490,2025,3,21,9,0
2025/3/21 10:00,8438.077216,20.5,21,4.3,530,2025,3,21,10,0
2025/3/21 10:15,8487.147808,20.825,20.5,4.4,560.25,2025,3,21,10,0
2025/3/21 10:30,8554.286848,21.15,20,4.5,590.5,2025,3,21,10,0
2025/3/21 10:45,8557.677856,21.475,19.5,4.6,620.75,2025,3,21,10,0
2025/3/21 11:00,8568.171232,21.8,19,4.7,651,2025,3,21,11,0
2025/3/21 11:15,8550.98128,22.05,18.25,4.7,667,2025,3,21,11,0
2025/3/21 11:30,8335.93936,22.3,17.5,4.7,683,2025,3,21,11,0
2025/3/21 11:45,7947.912832,22.55,16.75,4.7,699,2025,3,21,11,0
2025/3/21 12:00,7022.152192,22.8,16,4.7,715,2025,3,21,12,0
2025/3/21 12:15,6305.033632,23,16,4.7,716.25,2025,3,21,12,0
2025/3/21 12:30,6265.527328,23.2,16,4.7,717.5,2025,3,21,12,0
2025/3/21 12:45,6243.287488,23.4,16,4.7,718.75,2025,3,21,12,0
2025/3/21 13:00,6333.914656,23.6,16,4.7,720,2025,3,21,13,0
2025/3/21 13:15,6535.197376,23.7,15.75,4.725,705.25,2025,3,21,13,0
2025/3/21 13:30,7126.252192,23.8,15.5,4.75,690.5,2025,3,21,13,0
2025/3/21 13:45,7837.263904,23.9,15.25,4.775,675.75,2025,3,21,13,0
2025/3/21 14:00,7986.189088,24,15,4.8,661,2025,3,21,14,0
2025/3/21 14:15,8145.557536,24.25,14.5,4.775,633,2025,3,21,14,0
2025/3/21 14:30,8191.3216,24.5,14,4.75,605,2025,3,21,14,0
2025/3/21 14:45,8226.33808,24.75,13.5,4.725,577,2025,3,21,14,0
2025/3/21 15:00,8255.854336,25,13,4.7,549,2025,3,21,15,0
2025/3/21 15:15,8310.644704,24.975,13.25,4.925,510,2025,3,21,15,0
2025/3/21 15:30,8400.010048,24.95,13.5,5.15,471,2025,3,21,15,0
2025/3/21 15:45,8419.462144,24.925,13.75,5.375,432,2025,3,21,15,0
2025/3/21 16:00,8490.626848,24.9,14,5.6,393,2025,3,21,16,0
2025/3/21 16:15,8530.813792,24.725,14,5.225,348.75,2025,3,21,16,0
2025/3/21 16:30,8549.992192,24.55,14,4.85,304.5,2025,3,21,16,0
2025/3/21 16:45,8520.722464,24.375,14,4.475,260.25,2025,3,21,16,0
2025/3/21 17:00,8401.002784,24.2,14,4.1,216,2025,3,21,17,0
2025/3/21 17:15,8207.14096,23.775,14.25,3.925,176,2025,3,21,17,0
