datetime,Load,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation
2025-02-15 12:00:00,2751.153952,9.4,29.0,3.2,581.0
2025-02-15 12:15:00,2663.504896,9.45,30.75,3.35,583.5
2025-02-15 12:30:00,2619.16048,9.5,32.5,3.5,586.0
2025-02-15 12:45:00,2586.514144,9.55,34.25,3.65,588.5
2025-02-15 13:00:00,2621.68096,9.6,36.0,3.8,591.0
2025-02-15 13:15:00,2608.242304,9.55,37.0,3.85,578.25
2025-02-15 13:30:00,2670.38944,9.5,38.0,3.9,565.5
2025-02-15 13:45:00,2710.805824,9.45,39.0,3.95,552.75
2025-02-15 14:00:00,2705.835424,9.4,40.0,4.0,540.0
2025-02-15 14:15:00,2722.171072,9.0,42.25,3.975,512.75
2025-02-15 14:30:00,2724.613312,8.6,44.5,3.95,485.5
2025-02-15 14:45:00,2719.406368,8.2,46.75,3.925,458.25
2025-02-15 15:00:00,2738.783104,7.8,49.0,3.9,431.0
2025-02-15 15:15:00,2745.25936,7.15,52.25,3.75,393.0
2025-02-15 15:30:00,2776.2592,6.5,55.5,3.6,355.0
2025-02-15 15:45:00,2779.921984,5.85,58.75,3.45,317.0
2025-02-15 16:00:00,2805.22864,5.2,62.0,3.3,279.0
2025-02-15 16:15:00,2814.994816,4.5,63.0,3.225,237.5
2025-02-15 16:30:00,2837.44144,3.8,64.0,3.15,196.0
2025-02-15 16:45:00,2854.44928,3.1,65.0,3.075,154.5
2025-02-15 17:00:00,2842.822624,2.4,66.0,3.0,113.0
2025-02-15 17:15:00,2839.17904,1.7999999999999998,68.75,2.625,86.5
2025-02-15 17:30:00,2842.110112,1.2,71.5,2.25,60.0
2025-02-15 17:45:00,2841.582304,0.6000000000000001,74.25,1.875,33.5
2025-02-15 18:00:00,2924.249248,0.0,77.0,1.5,7.0
2025-02-15 18:15:00,3000.221632,0.0,76.5,1.375,5.25
2025-02-15 18:30:00,3151.27936,0.0,76.0,1.25,3.5
2025-02-15 18:45:00,3216.371872,0.0,75.5,1.125,1.75
2025-02-15 19:00:00,3210.75952,0.0,75.0,1.0,0.0
2025-02-15 19:15:00,3212.5408,0.1,74.25,1.8,0.0
2025-02-15 19:30:00,3189.951232,0.2,73.5,2.6,0.0
2025-02-15 19:45:00,3151.4296,0.3,72.75,3.4000000000000004,0.0
2025-02-15 20:00:00,3096.329248,0.4,72.0,4.2,0.0
2025-02-15 20:15:00,3094.49152,0.625,71.5,4.175,0.0
2025-02-15 20:30:00,3113.824384,0.8500000000000001,71.0,4.15,0.0
2025-02-15 20:45:00,3095.194336,1.0750000000000002,70.5,4.125,0.0
2025-02-15 21:00:00,3062.769568,1.3,70.0,4.1,0.0
2025-02-15 21:15:00,3040.005184,1.425,66.0,4.275,0.0
2025-02-15 21:30:00,2999.63872,1.55,62.0,4.449999999999999,0.0
2025-02-15 21:45:00,2948.353312,1.675,58.0,4.625,0.0
2025-02-15 22:00:00,2898.79888,1.8,54.0,4.8,0.0
2025-02-15 22:15:00,2839.567456,1.725,51.0,5.225,0.0
2025-02-15 22:30:00,2765.092672,1.65,48.0,5.65,0.0
2025-02-15 22:45:00,2700.923104,1.575,45.0,6.075,0.0
2025-02-15 23:00:00,2612.374816,1.5,42.0,6.5,0.0
2025-02-15 23:15:00,2526.670912,1.175,43.5,6.425,0.0
2025-02-15 23:30:00,2467.564096,0.85,45.0,6.35,0.0
2025-02-15 23:45:00,2406.593632,0.5249999999999999,46.5,6.275,0.0
2025-02-16 00:00:00,2332.566016,0.2,48.0,6.2,0.0
2025-02-16 00:15:00,2295.892,-0.0499999999999999,48.5,6.325,0.0
2025-02-16 00:30:00,2258.98192,-0.3,49.0,6.45,0.0
2025-02-16 00:45:00,2229.423904,-0.55,49.5,6.575,0.0
2025-02-16 01:00:00,2191.276576,-0.8,50.0,6.7,0.0
2025-02-16 01:15:00,2157.611872,-0.975,49.5,6.75,0.0
2025-02-16 01:30:00,2130.343264,-1.15,49.0,6.800000000000001,0.0
2025-02-16 01:45:00,2118.905344,-1.325,48.5,6.8500000000000005,0.0
2025-02-16 02:00:00,2091.742432,-1.5,48.0,6.9,0.0
2025-02-16 02:15:00,2068.602112,-1.575,47.25,6.7250000000000005,0.0
2025-02-16 02:30:00,2061.054016,-1.65,46.5,6.550000000000001,0.0
2025-02-16 02:45:00,2043.671872,-1.725,45.75,6.375,0.0
2025-02-16 03:00:00,2038.353184,-1.8,45.0,6.2,0.0
2025-02-16 03:15:00,2025.26464,-1.875,44.5,6.075,0.0
2025-02-16 03:30:00,2013.599488,-1.95,44.0,5.95,0.0
2025-02-16 03:45:00,1990.339168,-2.025,43.5,5.825,0.0
2025-02-16 04:00:00,1980.923872,-2.1,43.0,5.7,0.0
2025-02-16 04:15:00,1972.230592,-2.15,42.25,5.55,0.0
2025-02-16 04:30:00,1978.117216,-2.2,41.5,5.4,0.0
2025-02-16 04:45:00,1980.285952,-2.25,40.75,5.25,0.0
2025-02-16 05:00:00,1975.250944,-2.3,40.0,5.1,0.0
2025-02-16 05:15:00,1974.289408,-2.325,39.25,5.1,0.0
2025-02-16 05:30:00,1974.755008,-2.35,38.5,5.1,0.0
2025-02-16 05:45:00,1995.878752,-2.375,37.75,5.1,0.0
2025-02-16 06:00:00,1972.873792,-2.4,37.0,5.1,0.0
2025-02-16 06:15:00,1986.441472,-2.575,36.75,5.0,0.0
2025-02-16 06:30:00,1997.75008,-2.75,36.5,4.9,0.0
2025-02-16 06:45:00,1999.074976,-2.925,36.25,4.8,0.0
2025-02-16 07:00:00,2026.009024,-3.1,36.0,4.7,0.0
2025-02-16 07:15:00,2078.946592,-2.925,35.0,4.525,17.0
2025-02-16 07:30:00,2152.337248,-2.75,34.0,4.35,34.0
2025-02-16 07:45:00,2263.757248,-2.575,33.0,4.175,51.0
2025-02-16 08:00:00,2474.24992,-2.4,32.0,4.0,68.0
2025-02-16 08:15:00,2643.513664,-2.025,31.5,4.1,108.5
2025-02-16 08:30:00,2761.633312,-1.65,31.0,4.2,149.0
2025-02-16 08:45:00,2802.691072,-1.275,30.5,4.300000000000001,189.5
2025-02-16 09:00:00,2878.706368,-0.9,30.0,4.4,230.0
2025-02-16 09:15:00,2907.952864,-0.575,28.75,4.425000000000001,270.75
2025-02-16 09:30:00,2968.26112,-0.25,27.5,4.45,311.5
2025-02-16 09:45:00,3026.214976,0.075,26.25,4.475,352.25
2025-02-16 10:00:00,3068.96176,0.4,25.0,4.5,393.0
2025-02-16 10:15:00,3082.177888,0.75,24.25,4.525,424.0
2025-02-16 10:30:00,3132.383584,1.1,23.5,4.55,455.0
2025-02-16 10:45:00,3147.384256,1.4499999999999995,22.75,4.574999999999999,486.0
2025-02-16 11:00:00,3183.633472,1.8,22.0,4.6,517.0
2025-02-16 11:15:00,3214.353952,2.05,21.5,4.625,534.75
2025-02-16 11:30:00,3207.1312,2.3,21.0,4.65,552.5
2025-02-16 11:45:00,3168.317056,2.55,20.5,4.675,570.25
2025-02-16 12:00:00,3022.925824,2.8,20.0,4.7,588.0
2025-02-16 12:15:00,2899.48864,2.95,19.75,4.75,590.25
2025-02-16 12:30:00,2855.588608,3.1,19.5,4.800000000000001,592.5
2025-02-16 12:45:00,2818.342624,3.25,19.25,4.8500000000000005,594.75
2025-02-16 13:00:00,2847.950272,3.4,19.0,4.9,597.0
2025-02-16 13:15:00,2829.853504,3.5,18.75,4.9,583.75
2025-02-16 13:30:00,2877.618016,3.6,18.5,4.9,570.5
2025-02-16 13:45:00,2953.012672,3.7,18.25,4.9,557.25
2025-02-16 14:00:00,2932.852384,3.8,18.0,4.9,544.0
2025-02-16 14:15:00,2939.30176,3.9,18.0,5.175000000000001,516.5
2025-02-16 14:30:00,2949.2488,4.0,18.0,5.45,489.0
2025-02-16 14:45:00,2952.416128,4.1,18.0,5.725,461.5
2025-02-16 15:00:00,2965.65952,4.2,18.0,6.0,434.0
2025-02-16 15:15:00,2994.4984,4.1,17.75,5.95,396.25
2025-02-16 15:30:00,3031.445824,4.0,17.5,5.9,358.5
2025-02-16 15:45:00,3024.123424,3.9,17.25,5.85,320.75
2025-02-16 16:00:00,3049.3792,3.8,17.0,5.8,283.0
2025-02-16 16:15:00,3084.377056,3.5,18.0,5.625,240.5
2025-02-16 16:30:00,3132.689728,3.2,19.0,5.449999999999999,198.0
2025-02-16 16:45:00,3136.393024,2.9,20.0,5.275,155.5
2025-02-16 17:00:00,3161.477248,2.6,21.0,5.1,113.0
2025-02-16 17:15:00,3167.0392,2.225,22.5,4.8,86.75
2025-02-16 17:30:00,3185.763904,1.85,24.0,4.5,60.5
2025-02-16 17:45:00,3183.674176,1.475,25.5,4.2,34.25
2025-02-16 18:00:00,3229.95904,1.1,27.0,3.9,8.0
2025-02-16 18:15:00,3303.489568,0.8250000000000001,27.75,3.9,6.0
2025-02-16 18:30:00,3431.61808,0.55,28.5,3.9,4.0
2025-02-16 18:45:00,3496.757536,0.275,29.25,3.9,2.0
2025-02-16 19:00:00,3467.624896,0.0,30.0,3.9,0.0
2025-02-16 19:15:00,3453.746848,-0.25,30.0,4.025,0.0
2025-02-16 19:30:00,3449.313952,-0.5,30.0,4.15,0.0
2025-02-16 19:45:00,3411.092992,-0.75,30.0,4.275,0.0
2025-02-16 20:00:00,3352.223872,-1.0,30.0,4.4,0.0
2025-02-16 20:15:00,3345.805504,-1.125,28.75,4.7,0.0
2025-02-16 20:30:00,3351.367648,-1.25,27.5,5.0,0.0
2025-02-16 20:45:00,3342.683104,-1.375,26.25,5.3,0.0
2025-02-16 21:00:00,3276.055456,-1.5,25.0,5.6,0.0
2025-02-16 21:15:00,3242.46016,-1.7,25.75,5.625,0.0
2025-02-16 21:30:00,3231.605824,-1.9,26.5,5.65,0.0
2025-02-16 21:45:00,3181.607968,-2.1,27.25,5.675,0.0
2025-02-16 22:00:00,3112.482304,-2.3,28.0,5.7,0.0
2025-02-16 22:15:00,3059.362432,-2.45,28.75,5.625,0.0
2025-02-16 22:30:00,2979.02176,-2.6,29.5,5.550000000000001,0.0
2025-02-16 22:45:00,2917.841152,-2.75,30.25,5.4750000000000005,0.0
2025-02-16 23:00:00,2821.633024,-2.9,31.0,5.4,0.0
2025-02-16 23:15:00,2735.815264,-3.025,31.25,5.300000000000001,0.0
2025-02-16 23:30:00,2667.59824,-3.15,31.5,5.2,0.0
2025-02-16 23:45:00,2562.042112,-3.275,31.75,5.1,0.0
2025-02-17 00:00:00,2502.74176,-3.4,32.0,5.0,0.0
2025-02-17 00:15:00,2464.69024,-3.5,32.25,4.875,0.0
2025-02-17 00:30:00,2407.7008,-3.6,32.5,4.75,0.0
2025-02-17 00:45:00,2372.370112,-3.7,32.75,4.625,0.0
2025-02-17 01:00:00,2331.01936,-3.8,33.0,4.5,0.0
2025-02-17 01:15:00,2301.128608,-3.85,33.25,4.4,0.0
2025-02-17 01:30:00,2271.394144,-3.9,33.5,4.3,0.0
2025-02-17 01:45:00,2256.189568,-3.95,33.75,4.199999999999999,0.0
2025-02-17 02:00:00,2218.872064,-4.0,34.0,4.1,0.0
2025-02-17 02:15:00,2202.423712,-4.075,34.0,4.025,0.0
2025-02-17 02:30:00,2190.335776,-4.15,34.0,3.95,0.0
2025-02-17 02:45:00,2167.136416,-4.225,34.0,3.875,0.0
2025-02-17 03:00:00,2150.777248,-4.3,34.0,3.8,0.0
2025-02-17 03:15:00,2139.625984,-4.35,33.75,3.775,0.0
2025-02-17 03:30:00,2122.317376,-4.4,33.5,3.75,0.0
2025-02-17 03:45:00,2109.839968,-4.45,33.25,3.725,0.0
2025-02-17 04:00:00,2105.463232,-4.5,33.0,3.7,0.0
2025-02-17 04:15:00,2104.739968,-4.525,32.75,3.7,0.0
2025-02-17 04:30:00,2088.087136,-4.55,32.5,3.7,0.0
2025-02-17 04:45:00,2092.874656,-4.574999999999999,32.25,3.7,0.0
2025-02-17 05:00:00,2082.123232,-4.6,32.0,3.7,0.0
2025-02-17 05:15:00,2084.401216,-4.65,32.0,3.675,0.0
2025-02-17 05:30:00,2087.01472,-4.699999999999999,32.0,3.65,0.0
2025-02-17 05:45:00,2135.846848,-4.75,32.0,3.625,0.0
2025-02-17 06:00:00,2113.92112,-4.8,32.0,3.6,0.0
2025-02-17 06:15:00,2126.526976,-4.85,32.0,3.6,0.25
2025-02-17 06:30:00,2137.935616,-4.9,32.0,3.6,0.5
2025-02-17 06:45:00,2151.599488,-4.95,32.0,3.6,0.75
2025-02-17 07:00:00,2177.756416,-5.0,32.0,3.6,1.0
2025-02-17 07:15:00,2260.871872,-4.775,31.25,3.55,18.5
2025-02-17 07:30:00,2355.741472,-4.55,30.5,3.5,36.0
2025-02-17 07:45:00,2444.693824,-4.324999999999999,29.75,3.45,53.5
2025-02-17 08:00:00,2692.16992,-4.1,29.0,3.4,71.0
2025-02-17 08:15:00,2924.452672,-3.875,29.25,3.825,110.75
2025-02-17 08:30:00,3034.544224,-3.65,29.5,4.25,150.5
2025-02-17 08:45:00,3097.163584,-3.425,29.75,4.675,190.25
2025-02-17 09:00:00,3180.761152,-3.2,30.0,5.1,230.0
2025-02-17 09:15:00,3236.313952,-2.9000000000000004,29.25,5.225,270.25
2025-02-17 09:30:00,3309.887008,-2.6,28.5,5.35,310.5
2025-02-17 09:45:00,3367.627648,-2.3,27.75,5.475,350.75
2025-02-17 10:00:00,3404.097376,-2.0,27.0,5.6,391.0
2025-02-17 10:15:00,3448.683232,-1.75,26.25,5.625,422.25
2025-02-17 10:30:00,3485.854336,-1.5,25.5,5.65,453.5
2025-02-17 10:45:00,3521.017696,-1.25,24.75,5.675,484.75
2025-02-17 11:00:00,3549.832672,-1.0,24.0,5.7,516.0
2025-02-17 11:15:00,3587.806336,-0.8,23.5,5.6,534.0
2025-02-17 11:30:00,3553.352512,-0.6,23.0,5.5,552.0
2025-02-17 11:45:00,3498.090592,-0.3999999999999999,22.5,5.4,570.0
2025-02-17 12:00:00,3314.595616,-0.2,22.0,5.3,588.0
2025-02-17 12:15:00,3184.417408,-0.1,21.5,5.2,590.75
2025-02-17 12:30:00,3130.764544,0.0,21.0,5.1,593.5
2025-02-17 12:45:00,3109.31104,0.1,20.5,5.0,596.25
2025-02-17 13:00:00,3095.506336,0.2,20.0,4.9,599.0
2025-02-17 13:15:00,3097.712032,0.25,19.5,4.925000000000001,586.25
2025-02-17 13:30:00,3173.392384,0.3,19.0,4.95,573.5
2025-02-17 13:45:00,3250.537216,0.35,18.5,4.975,560.75
2025-02-17 14:00:00,3240.745984,0.4,18.0,5.0,548.0
2025-02-17 14:15:00,3248.681632,0.35,18.0,5.025,521.0
2025-02-17 14:30:00,3241.17184,0.3,18.0,5.05,494.0
2025-02-17 14:45:00,3261.871552,0.25,18.0,5.074999999999999,467.0
2025-02-17 15:00:00,3273.433312,0.2,18.0,5.1,440.0
2025-02-17 15:15:00,3288.946048,0.15,17.75,5.05,402.0
2025-02-17 15:30:00,3343.174816,0.1,17.5,5.0,364.0
2025-02-17 15:45:00,3337.835104,0.0499999999999999,17.25,4.95,326.0
2025-02-17 16:00:00,3353.354176,0.0,17.0,4.9,288.0
2025-02-17 16:15:00,3381.017056,-0.25,18.25,4.575,245.75
2025-02-17 16:30:00,3425.976256,-0.5,19.5,4.25,203.5
2025-02-17 16:45:00,3433.061152,-0.75,20.75,3.925,161.25
2025-02-17 17:00:00,3417.94864,-1.0,22.0,3.6,119.0
2025-02-17 17:15:00,3415.011232,-1.35,23.25,3.45,91.5
2025-02-17 17:30:00,3393.184864,-1.7,24.5,3.3,64.0
2025-02-17 17:45:00,3356.08,-2.05,25.75,3.15,36.5
2025-02-17 18:00:00,3427.400032,-2.4,27.0,3.0,9.0
2025-02-17 18:15:00,3515.211712,-2.6,28.75,2.8,6.75
2025-02-17 18:30:00,3672.80176,-2.8,30.5,2.6,4.5
2025-02-17 18:45:00,3763.222624,-3.0,32.25,2.4000000000000004,2.25
2025-02-17 19:00:00,3758.000512,-3.2,34.0,2.2,0.0
2025-02-17 19:15:00,3749.469568,-3.3000000000000003,34.5,2.1750000000000003,0.0
2025-02-17 19:30:00,3746.252992,-3.4000000000000004,35.0,2.1500000000000004,0.0
2025-02-17 19:45:00,3706.423264,-3.5,35.5,2.125,0.0
2025-02-17 20:00:00,3662.9488,-3.6,36.0,2.1,0.0
2025-02-17 20:15:00,3646.543744,-3.5,35.5,2.275,0.0
2025-02-17 20:30:00,3675.645184,-3.4000000000000004,35.0,2.45,0.0
2025-02-17 20:45:00,3654.702592,-3.3000000000000003,34.5,2.625,0.0
2025-02-17 21:00:00,3617.641792,-3.2,34.0,2.8,0.0
2025-02-17 21:15:00,3597.623872,-3.3000000000000003,34.0,2.825,0.0
2025-02-17 21:30:00,3577.93072,-3.4000000000000004,34.0,2.85,0.0
2025-02-17 21:45:00,3535.147648,-3.5,34.0,2.875,0.0
2025-02-17 22:00:00,3468.08128,-3.6,34.0,2.9,0.0
2025-02-17 22:15:00,3406.225504,-3.6,33.5,2.975,0.0
2025-02-17 22:30:00,3299.287456,-3.6,33.0,3.05,0.0
2025-02-17 22:45:00,3216.924544,-3.6,32.5,3.125,0.0
2025-02-17 23:00:00,3103.8112,-3.6,32.0,3.2,0.0
2025-02-17 23:15:00,3013.071712,-3.7,32.0,3.1,0.0
2025-02-17 23:30:00,2934.71968,-3.8,32.0,3.0,0.0
2025-02-17 23:45:00,2840.33008,-3.9,32.0,2.9,0.0
2025-02-18 00:00:00,2773.054144,-4.0,32.0,2.8,0.0
2025-02-18 00:15:00,2720.249248,-4.1,32.25,2.65,0.0
2025-02-18 00:30:00,2671.048288,-4.2,32.5,2.5,0.0
2025-02-18 00:45:00,2616.232672,-4.300000000000001,32.75,2.35,0.0
2025-02-18 01:00:00,2550.122464,-4.4,33.0,2.2,0.0
2025-02-18 01:15:00,2526.706336,-4.45,33.0,2.1500000000000004,0.0
2025-02-18 01:30:00,2487.058528,-4.5,33.0,2.1,0.0
2025-02-18 01:45:00,2475.925024,-4.55,33.0,2.05,0.0
2025-02-18 02:00:00,2445.543424,-4.6,33.0,2.0,0.0
2025-02-18 02:15:00,2420.128768,-4.65,32.25,2.1,0.0
2025-02-18 02:30:00,2397.399328,-4.699999999999999,31.5,2.2,0.0
2025-02-18 02:45:00,2391.021472,-4.75,30.75,2.3,0.0
2025-02-18 03:00:00,2363.159968,-4.8,30.0,2.4,0.0
2025-02-18 03:15:00,2359.243744,-4.9,30.0,2.475,0.0
2025-02-18 03:30:00,2341.748128,-5.0,30.0,2.55,0.0
2025-02-18 03:45:00,2311.627648,-5.1,30.0,2.625,0.0
2025-02-18 04:00:00,2308.617568,-5.2,30.0,2.7,0.0
2025-02-18 04:15:00,2301.392032,-5.25,30.0,2.7750000000000004,0.0
2025-02-18 04:30:00,2306.164096,-5.300000000000001,30.0,2.85,0.0
2025-02-18 04:45:00,2313.470272,-5.3500000000000005,30.0,2.925,0.0
2025-02-18 05:00:00,2314.9,-5.4,30.0,3.0,0.0
2025-02-18 05:15:00,2315.415904,-5.5,30.0,3.075,0.0
2025-02-18 05:30:00,2331.868768,-5.6,30.0,3.15,0.0
2025-02-18 05:45:00,2359.536736,-5.7,30.0,3.225,0.0
2025-02-18 06:00:00,2383.705216,-5.8,30.0,3.3,0.0
2025-02-18 06:15:00,2426.011072,-5.85,30.0,3.35,0.25
2025-02-18 06:30:00,2469.039328,-5.9,30.0,3.4,0.5
2025-02-18 06:45:00,2507.8408,-5.95,30.0,3.45,0.75
2025-02-18 07:00:00,2597.080672,-6.0,30.0,3.5,1.0
2025-02-18 07:15:00,2720.513152,-5.85,29.0,3.7,19.25
2025-02-18 07:30:00,2862.455584,-5.7,28.0,3.9,37.5
2025-02-18 07:45:00,3071.975104,-5.550000000000001,27.0,4.1,55.75
2025-02-18 08:00:00,3548.792512,-5.4,26.0,4.3,74.0
2025-02-18 08:15:00,4006.74016,-5.300000000000001,25.5,4.3,114.25
2025-02-18 08:30:00,4227.11968,-5.2,25.0,4.3,154.5
2025-02-18 08:45:00,4374.696736,-5.1,24.5,4.3,194.75
2025-02-18 09:00:00,4499.5384,-5.0,24.0,4.3,235.0
2025-02-18 09:15:00,4592.017216,-4.7,22.75,4.375,275.75
2025-02-18 09:30:00,4663.730752,-4.4,21.5,4.449999999999999,316.5
2025-02-18 09:45:00,4737.107008,-4.1,20.25,4.525,357.25
2025-02-18 10:00:00,4771.288768,-3.8,19.0,4.6,398.0
2025-02-18 10:15:00,4819.7584,-3.5,18.0,4.6,428.0
2025-02-18 10:30:00,4877.626528,-3.2,17.0,4.6,458.0
2025-02-18 10:45:00,4909.914016,-2.9,16.0,4.6,488.0
2025-02-18 11:00:00,4938.775456,-2.6,15.0,4.6,518.0
2025-02-18 11:15:00,4967.735296,-2.35,14.5,4.6,539.0
2025-02-18 11:30:00,4904.146528,-2.1,14.0,4.6,560.0
2025-02-18 11:45:00,4760.662144,-1.85,13.5,4.6,581.0
2025-02-18 12:00:00,4343.448928,-1.6,13.0,4.6,602.0
2025-02-18 12:15:00,4073.852512,-1.4,12.75,4.574999999999999,604.75
2025-02-18 12:30:00,4009.249888,-1.2000000000000002,12.5,4.55,607.5
2025-02-18 12:45:00,3980.913184,-1.0,12.25,4.525,610.25
2025-02-18 13:00:00,4052.206816,-0.8,12.0,4.5,613.0
2025-02-18 13:15:00,4142.215936,-0.65,11.75,4.475,599.75
2025-02-18 13:30:00,4362.605824,-0.5,11.5,4.45,586.5
2025-02-18 13:45:00,4621.862464,-0.35,11.25,4.425000000000001,573.25
2025-02-18 14:00:00,4673.86,-0.2,11.0,4.4,560.0
2025-02-18 14:15:00,4742.57824,-0.15,10.75,4.375,532.5
2025-02-18 14:30:00,4744.864384,-0.1,10.5,4.35,505.0
2025-02-18 14:45:00,4791.065344,-0.0499999999999999,10.25,4.325,477.5
2025-02-18 15:00:00,4789.593472,0.0,10.0,4.3,450.0
2025-02-18 15:15:00,4820.466208,-0.1,10.0,4.3,411.5
2025-02-18 15:30:00,4892.735296,-0.2,10.0,4.3,373.0
2025-02-18 15:45:00,4908.34,-0.3,10.0,4.3,334.5
2025-02-18 16:00:00,4923.330592,-0.4,10.0,4.3,296.0
2025-02-18 16:15:00,4954.18096,-0.65,10.5,4.075,253.25
2025-02-18 16:30:00,4961.845024,-0.8999999999999999,11.0,3.85,210.5
2025-02-18 16:45:00,4953.036736,-1.15,11.5,3.625,167.75
2025-02-18 17:00:00,4866.7984,-1.4,12.0,3.4,125.0
2025-02-18 17:15:00,4778.471392,-1.75,12.5,3.25,96.25
2025-02-18 17:30:00,4559.444704,-2.1,13.0,3.1,67.5
2025-02-18 17:45:00,4364.264224,-2.45,13.5,2.95,38.75
2025-02-18 18:00:00,4376.062144,-2.8,14.0,2.8,10.0
2025-02-18 18:15:00,4471.16032,-3.0,14.25,2.725,7.5
2025-02-18 18:30:00,4674.52,-3.2,14.5,2.65,5.0
2025-02-18 18:45:00,4805.704864,-3.4,14.75,2.575,2.5
2025-02-18 19:00:00,4815.215296,-3.6,15.0,2.5,0.0
2025-02-18 19:15:00,4800.622624,-3.675,15.25,2.525,0.0
2025-02-18 19:30:00,4763.073472,-3.75,15.5,2.55,0.0
2025-02-18 19:45:00,4706.595616,-3.825,15.75,2.575,0.0
2025-02-18 20:00:00,4621.429408,-3.9,16.0,2.6,0.0
2025-02-18 20:15:00,4605.736096,-3.95,19.5,2.65,0.0
2025-02-18 20:30:00,4604.683744,-4.0,23.0,2.7,0.0
2025-02-18 20:45:00,4582.6216,-4.05,26.5,2.75,0.0
2025-02-18 21:00:00,4529.08048,-4.1,30.0,2.8,0.0
2025-02-18 21:15:00,4478.58016,-4.125,30.5,2.825,0.0
2025-02-18 21:30:00,4440.042304,-4.15,31.0,2.85,0.0
2025-02-18 21:45:00,4371.007168,-4.175,31.5,2.875,0.0
2025-02-18 22:00:00,4285.885504,-4.2,32.0,2.9,0.0
2025-02-18 22:15:00,4203.92032,-4.25,31.5,2.925,0.0
2025-02-18 22:30:00,4091.297536,-4.300000000000001,31.0,2.95,0.0
2025-02-18 22:45:00,3974.180032,-4.3500000000000005,30.5,2.975,0.0
2025-02-18 23:00:00,3835.172512,-4.4,30.0,3.0,0.0
2025-02-18 23:15:00,3696.188128,-4.45,29.5,2.95,0.0
2025-02-18 23:30:00,3581.99008,-4.5,29.0,2.9,0.0
2025-02-18 23:45:00,3455.79136,-4.55,28.5,2.85,0.0
2025-02-19 00:00:00,3364.194304,-4.6,28.0,2.8,0.0
2025-02-19 00:15:00,3313.758016,-4.65,28.25,2.675,0.0
2025-02-19 00:30:00,3250.290592,-4.699999999999999,28.5,2.55,0.0
2025-02-19 00:45:00,3197.320672,-4.75,28.75,2.425,0.0
2025-02-19 01:00:00,3154.690912,-4.8,29.0,2.3,0.0
2025-02-19 01:15:00,3110.70832,-4.85,28.75,2.225,0.0
2025-02-19 01:30:00,3082.647328,-4.9,28.5,2.15,0.0
2025-02-19 01:45:00,3062.335456,-4.95,28.25,2.075,0.0
2025-02-19 02:00:00,3030.916096,-5.0,28.0,2.0,0.0
2025-02-19 02:15:00,3003.951232,-5.05,28.0,2.05,0.0
2025-02-19 02:30:00,3001.652224,-5.1,28.0,2.1,0.0
2025-02-19 02:45:00,2978.608,-5.15,28.0,2.1500000000000004,0.0
2025-02-19 03:00:00,2956.798048,-5.2,28.0,2.2,0.0
2025-02-19 03:15:00,2953.606048,-5.225,28.25,2.1500000000000004,0.0
2025-02-19 03:30:00,2934.636928,-5.25,28.5,2.1,0.0
2025-02-19 03:45:00,2919.557248,-5.275,28.75,2.05,0.0
2025-02-19 04:00:00,2905.133344,-5.3,29.0,2.0,0.0
2025-02-19 04:15:00,2891.413312,-5.35,29.25,2.025,0.0
2025-02-19 04:30:00,2886.69904,-5.4,29.5,2.05,0.0
2025-02-19 04:45:00,2896.64128,-5.45,29.75,2.075,0.0
2025-02-19 05:00:00,2881.117696,-5.5,30.0,2.1,0.0
2025-02-19 05:15:00,2881.909888,-5.525,30.25,2.15,0.0
2025-02-19 05:30:00,2907.167488,-5.55,30.5,2.2,0.0
2025-02-19 05:45:00,2917.89856,-5.574999999999999,30.75,2.25,0.0
2025-02-19 06:00:00,2925.875584,-5.6,31.0,2.3,0.0
2025-02-19 06:15:00,2965.028128,-5.6,30.75,2.5,0.25
2025-02-19 06:30:00,2994.964384,-5.6,30.5,2.7,0.5
2025-02-19 06:45:00,3047.583712,-5.6,30.25,2.9,0.75
2025-02-19 07:00:00,3142.197088,-5.6,30.0,3.1,1.0
2025-02-19 07:15:00,3264.77056,-5.449999999999999,29.25,3.35,19.75
2025-02-19 07:30:00,3426.713824,-5.3,28.5,3.6,38.5
2025-02-19 07:45:00,3718.288,-5.15,27.75,3.85,57.25
2025-02-19 08:00:00,4285.109728,-5.0,27.0,4.1,76.0
2025-02-19 08:15:00,4823.324704,-4.9,26.75,4.199999999999999,116.5
2025-02-19 08:30:00,5037.423424,-4.8,26.5,4.3,157.0
2025-02-19 08:45:00,5189.655616,-4.699999999999999,26.25,4.4,197.5
2025-02-19 09:00:00,5298.370912,-4.6,26.0,4.5,238.0
2025-02-19 09:15:00,5364.00112,-4.35,24.75,4.625,279.25
2025-02-19 09:30:00,5462.0416,-4.1,23.5,4.75,320.5
2025-02-19 09:45:00,5553.194176,-3.85,22.25,4.875,361.75
2025-02-19 10:00:00,5606.568448,-3.6,21.0,5.0,403.0
2025-02-19 10:15:00,5639.596096,-3.35,20.25,4.975,434.75
2025-02-19 10:30:00,5707.656736,-3.1,19.5,4.95,466.5
2025-02-19 10:45:00,5707.525024,-2.85,18.75,4.925000000000001,498.25
2025-02-19 11:00:00,5734.955296,-2.6,18.0,4.9,530.0
2025-02-19 11:15:00,5733.1216,-2.375,17.5,4.8500000000000005,548.25
