Load,Time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation
2907.952864,2025-02-16 09:15:00,-0.575,28.75,4.425000000000001,270.75
2968.26112,2025-02-16 09:30:00,-0.25,27.5,4.45,311.5
3026.214976,2025-02-16 09:45:00,0.07500000000000007,26.25,4.475,352.25
3068.96176,2025-02-16 10:00:00,0.4,25.0,4.5,393.0
3082.177888,2025-02-16 10:15:00,0.75,24.25,4.525,424.0
3132.383584,2025-02-16 10:30:00,1.1,23.5,4.55,455.0
3147.384256,2025-02-16 10:45:00,1.4499999999999997,22.75,4.574999999999999,486.0
3183.633472,2025-02-16 11:00:00,1.8,22.0,4.6,517.0
3214.353952,2025-02-16 11:15:00,2.05,21.5,4.625,534.75
3207.1312,2025-02-16 11:30:00,2.3,21.0,4.65,552.5
3168.317056,2025-02-16 11:45:00,2.55,20.5,4.675,570.25
3022.925824,2025-02-16 12:00:00,2.8,20.0,4.7,588.0
2899.48864,2025-02-16 12:15:00,2.9499999999999997,19.75,4.75,590.25
2855.588608,2025-02-16 12:30:00,3.0999999999999996,19.5,4.800000000000001,592.5
2818.342624,2025-02-16 12:45:00,3.25,19.25,4.8500000000000005,594.75
2847.950272,2025-02-16 13:00:00,3.4,19.0,4.9,597.0
2829.853504,2025-02-16 13:15:00,3.5,18.75,4.9,583.75
2877.618016,2025-02-16 13:30:00,3.5999999999999996,18.5,4.9,570.5
2953.012672,2025-02-16 13:45:00,3.6999999999999997,18.25,4.9,557.25
2932.852384,2025-02-16 14:00:00,3.8,18.0,4.9,544.0
2939.30176,2025-02-16 14:15:00,3.9,18.0,5.175000000000001,516.5
2949.2488,2025-02-16 14:30:00,4.0,18.0,5.45,489.0
2952.416128,2025-02-16 14:45:00,4.1,18.0,5.725,461.5
2965.65952,2025-02-16 15:00:00,4.2,18.0,6.0,434.0
2994.4984,2025-02-16 15:15:00,4.1,17.75,5.95,396.25
3031.445824,2025-02-16 15:30:00,4.0,17.5,5.9,358.5
3024.123424,2025-02-16 15:45:00,3.9,17.25,5.85,320.75
3049.3792,2025-02-16 16:00:00,3.8,17.0,5.8,283.0
3084.377056,2025-02-16 16:15:00,3.5,18.0,5.625,240.5
3132.689728,2025-02-16 16:30:00,3.2,19.0,5.449999999999999,198.0
3136.393024,2025-02-16 16:45:00,2.9,20.0,5.2749999999999995,155.5
3161.477248,2025-02-16 17:00:00,2.6,21.0,5.1,113.0
3167.0392,2025-02-16 17:15:00,2.225,22.5,4.8,86.75
3185.763904,2025-02-16 17:30:00,1.85,24.0,4.5,60.5
3183.674176,2025-02-16 17:45:00,1.475,25.5,4.2,34.25
3229.95904,2025-02-16 18:00:00,1.1,27.0,3.9,8.0
3303.489568,2025-02-16 18:15:00,0.8250000000000001,27.75,3.9,6.0
3431.61808,2025-02-16 18:30:00,0.55,28.5,3.9,4.0
3496.757536,2025-02-16 18:45:00,0.275,29.25,3.9,2.0
3467.624896,2025-02-16 19:00:00,0.0,30.0,3.9,0.0
3453.746848,2025-02-16 19:15:00,-0.25,30.0,4.025,0.0
3449.313952,2025-02-16 19:30:00,-0.5,30.0,4.15,0.0
3411.092992,2025-02-16 19:45:00,-0.75,30.0,4.275,0.0
3352.223872,2025-02-16 20:00:00,-1.0,30.0,4.4,0.0
3345.805504,2025-02-16 20:15:00,-1.125,28.75,4.7,0.0
3351.367648,2025-02-16 20:30:00,-1.25,27.5,5.0,0.0
3342.683104,2025-02-16 20:45:00,-1.375,26.25,5.3,0.0
3276.055456,2025-02-16 21:00:00,-1.5,25.0,5.6,0.0
3242.46016,2025-02-16 21:15:00,-1.7,25.75,5.625,0.0
3231.605824,2025-02-16 21:30:00,-1.9,26.5,5.65,0.0
3181.607968,2025-02-16 21:45:00,-2.0999999999999996,27.25,5.675,0.0
3112.482304,2025-02-16 22:00:00,-2.3,28.0,5.7,0.0
3059.362432,2025-02-16 22:15:00,-2.4499999999999997,28.75,5.625,0.0
2979.02176,2025-02-16 22:30:00,-2.5999999999999996,29.5,5.550000000000001,0.0
2917.841152,2025-02-16 22:45:00,-2.75,30.25,5.4750000000000005,0.0
2821.633024,2025-02-16 23:00:00,-2.9,31.0,5.4,0.0
2735.815264,2025-02-16 23:15:00,-3.025,31.25,5.300000000000001,0.0
2667.59824,2025-02-16 23:30:00,-3.15,31.5,5.2,0.0
2562.042112,2025-02-16 23:45:00,-3.275,31.75,5.1,0.0
2502.74176,2025-02-17 00:00:00,-3.4,32.0,5.0,0.0
2464.69024,2025-02-17 00:15:00,-3.5,32.25,4.875,0.0
2407.7008,2025-02-17 00:30:00,-3.5999999999999996,32.5,4.75,0.0
2372.370112,2025-02-17 00:45:00,-3.6999999999999997,32.75,4.625,0.0
2331.01936,2025-02-17 01:00:00,-3.8,33.0,4.5,0.0
2301.128608,2025-02-17 01:15:00,-3.8499999999999996,33.25,4.4,0.0
2271.394144,2025-02-17 01:30:00,-3.9,33.5,4.3,0.0
2256.189568,2025-02-17 01:45:00,-3.95,33.75,4.199999999999999,0.0
2218.872064,2025-02-17 02:00:00,-4.0,34.0,4.1,0.0
2202.423712,2025-02-17 02:15:00,-4.075,34.0,4.0249999999999995,0.0
2190.335776,2025-02-17 02:30:00,-4.15,34.0,3.9499999999999997,0.0
2167.136416,2025-02-17 02:45:00,-4.225,34.0,3.875,0.0
2150.777248,2025-02-17 03:00:00,-4.3,34.0,3.8,0.0
2139.625984,2025-02-17 03:15:00,-4.35,33.75,3.775,0.0
2122.317376,2025-02-17 03:30:00,-4.4,33.5,3.75,0.0
2109.839968,2025-02-17 03:45:00,-4.45,33.25,3.725,0.0
2105.463232,2025-02-17 04:00:00,-4.5,33.0,3.7,0.0
2104.739968,2025-02-17 04:15:00,-4.525,32.75,3.7,0.0
2088.087136,2025-02-17 04:30:00,-4.55,32.5,3.7,0.0
2092.874656,2025-02-17 04:45:00,-4.574999999999999,32.25,3.7,0.0
2082.123232,2025-02-17 05:00:00,-4.6,32.0,3.7,0.0
2084.401216,2025-02-17 05:15:00,-4.6499999999999995,32.0,3.6750000000000003,0.0
2087.01472,2025-02-17 05:30:00,-4.699999999999999,32.0,3.6500000000000004,0.0
2135.846848,2025-02-17 05:45:00,-4.75,32.0,3.625,0.0
2113.92112,2025-02-17 06:00:00,-4.8,32.0,3.6,0.0
2126.526976,2025-02-17 06:15:00,-4.85,32.0,3.6,0.25
2137.935616,2025-02-17 06:30:00,-4.9,32.0,3.6,0.5
2151.599488,2025-02-17 06:45:00,-4.95,32.0,3.6,0.75
2177.756416,2025-02-17 07:00:00,-5.0,32.0,3.6,1.0
2260.871872,2025-02-17 07:15:00,-4.775,31.25,3.55,18.5
2355.741472,2025-02-17 07:30:00,-4.55,30.5,3.5,36.0
2444.693824,2025-02-17 07:45:00,-4.324999999999999,29.75,3.45,53.5
2692.16992,2025-02-17 08:00:00,-4.1,29.0,3.4,71.0
2924.452672,2025-02-17 08:15:00,-3.875,29.25,3.8249999999999997,110.75
3034.544224,2025-02-17 08:30:00,-3.65,29.5,4.25,150.5
3097.163584,2025-02-17 08:45:00,-3.425,29.75,4.675,190.25
3180.761152,2025-02-17 09:00:00,-3.2,30.0,5.1,230.0
3236.313952,2025-02-17 09:15:00,-2.9000000000000004,29.25,5.225,270.25
3309.887008,2025-02-17 09:30:00,-2.6,28.5,5.35,310.5
3367.627648,2025-02-17 09:45:00,-2.3,27.75,5.475,350.75
3404.097376,2025-02-17 10:00:00,-2.0,27.0,5.6,391.0
3448.683232,2025-02-17 10:15:00,-1.75,26.25,5.625,422.25
3485.854336,2025-02-17 10:30:00,-1.5,25.5,5.65,453.5
3521.017696,2025-02-17 10:45:00,-1.25,24.75,5.675,484.75
3549.832672,2025-02-17 11:00:00,-1.0,24.0,5.7,516.0
3587.806336,2025-02-17 11:15:00,-0.8,23.5,5.6,534.0
3553.352512,2025-02-17 11:30:00,-0.6,23.0,5.5,552.0
3498.090592,2025-02-17 11:45:00,-0.3999999999999999,22.5,5.4,570.0
3314.595616,2025-02-17 12:00:00,-0.2,22.0,5.3,588.0
3184.417408,2025-02-17 12:15:00,-0.1,21.5,5.2,590.75
3130.764544,2025-02-17 12:30:00,0.0,21.0,5.1,593.5
3109.31104,2025-02-17 12:45:00,0.10000000000000003,20.5,5.0,596.25
3095.506336,2025-02-17 13:00:00,0.2,20.0,4.9,599.0
3097.712032,2025-02-17 13:15:00,0.25,19.5,4.925000000000001,586.25
3173.392384,2025-02-17 13:30:00,0.30000000000000004,19.0,4.95,573.5
3250.537216,2025-02-17 13:45:00,0.35000000000000003,18.5,4.975,560.75
3240.745984,2025-02-17 14:00:00,0.4,18.0,5.0,548.0
3248.681632,2025-02-17 14:15:00,0.35000000000000003,18.0,5.025,521.0
3241.17184,2025-02-17 14:30:00,0.30000000000000004,18.0,5.05,494.0
3261.871552,2025-02-17 14:45:00,0.25,18.0,5.074999999999999,467.0
3273.433312,2025-02-17 15:00:00,0.2,18.0,5.1,440.0
3288.946048,2025-02-17 15:15:00,0.15000000000000002,17.75,5.05,402.0
3343.174816,2025-02-17 15:30:00,0.1,17.5,5.0,364.0
3337.835104,2025-02-17 15:45:00,0.04999999999999999,17.25,4.95,326.0
3353.354176,2025-02-17 16:00:00,0.0,17.0,4.9,288.0
3381.017056,2025-02-17 16:15:00,-0.25,18.25,4.575,245.75
3425.976256,2025-02-17 16:30:00,-0.5,19.5,4.25,203.5
3433.061152,2025-02-17 16:45:00,-0.75,20.75,3.9250000000000003,161.25
3417.94864,2025-02-17 17:00:00,-1.0,22.0,3.6,119.0
3415.011232,2025-02-17 17:15:00,-1.35,23.25,3.45,91.5
3393.184864,2025-02-17 17:30:00,-1.7,24.5,3.3,64.0
3356.08,2025-02-17 17:45:00,-2.05,25.75,3.15,36.5
3427.400032,2025-02-17 18:00:00,-2.4,27.0,3.0,9.0
3515.211712,2025-02-17 18:15:00,-2.6,28.75,2.8,6.75
3672.80176,2025-02-17 18:30:00,-2.8,30.5,2.6,4.5
3763.222624,2025-02-17 18:45:00,-3.0,32.25,2.4000000000000004,2.25
3758.000512,2025-02-17 19:00:00,-3.2,34.0,2.2,0.0
3749.469568,2025-02-17 19:15:00,-3.3000000000000003,34.5,2.1750000000000003,0.0
3746.252992,2025-02-17 19:30:00,-3.4000000000000004,35.0,2.1500000000000004,0.0
3706.423264,2025-02-17 19:45:00,-3.5,35.5,2.125,0.0
3662.9488,2025-02-17 20:00:00,-3.6,36.0,2.1,0.0
3646.543744,2025-02-17 20:15:00,-3.5,35.5,2.275,0.0
3675.645184,2025-02-17 20:30:00,-3.4000000000000004,35.0,2.45,0.0
3654.702592,2025-02-17 20:45:00,-3.3000000000000003,34.5,2.625,0.0
3617.641792,2025-02-17 21:00:00,-3.2,34.0,2.8,0.0
3597.623872,2025-02-17 21:15:00,-3.3000000000000003,34.0,2.8249999999999997,0.0
3577.93072,2025-02-17 21:30:00,-3.4000000000000004,34.0,2.8499999999999996,0.0
3535.147648,2025-02-17 21:45:00,-3.5,34.0,2.875,0.0
3468.08128,2025-02-17 22:00:00,-3.6,34.0,2.9,0.0
3406.225504,2025-02-17 22:15:00,-3.6,33.5,2.975,0.0
3299.287456,2025-02-17 22:30:00,-3.6,33.0,3.05,0.0
3216.924544,2025-02-17 22:45:00,-3.6,32.5,3.125,0.0
3103.8112,2025-02-17 23:00:00,-3.6,32.0,3.2,0.0
3013.071712,2025-02-17 23:15:00,-3.7,32.0,3.1,0.0
2934.71968,2025-02-17 23:30:00,-3.8,32.0,3.0,0.0
2840.33008,2025-02-17 23:45:00,-3.9,32.0,2.9,0.0
2773.054144,2025-02-18 00:00:00,-4.0,32.0,2.8,0.0
2720.249248,2025-02-18 00:15:00,-4.1,32.25,2.65,0.0
2671.048288,2025-02-18 00:30:00,-4.2,32.5,2.5,0.0
2616.232672,2025-02-18 00:45:00,-4.300000000000001,32.75,2.35,0.0
2550.122464,2025-02-18 01:00:00,-4.4,33.0,2.2,0.0
2526.706336,2025-02-18 01:15:00,-4.45,33.0,2.1500000000000004,0.0
2487.058528,2025-02-18 01:30:00,-4.5,33.0,2.1,0.0
2475.925024,2025-02-18 01:45:00,-4.55,33.0,2.05,0.0
2445.543424,2025-02-18 02:00:00,-4.6,33.0,2.0,0.0
2420.128768,2025-02-18 02:15:00,-4.6499999999999995,32.25,2.1,0.0
2397.399328,2025-02-18 02:30:00,-4.699999999999999,31.5,2.2,0.0
2391.021472,2025-02-18 02:45:00,-4.75,30.75,2.3,0.0
2363.159968,2025-02-18 03:00:00,-4.8,30.0,2.4,0.0
2359.243744,2025-02-18 03:15:00,-4.9,30.0,2.475,0.0
2341.748128,2025-02-18 03:30:00,-5.0,30.0,2.55,0.0
2311.627648,2025-02-18 03:45:00,-5.1,30.0,2.625,0.0
2308.617568,2025-02-18 04:00:00,-5.2,30.0,2.7,0.0
2301.392032,2025-02-18 04:15:00,-5.25,30.0,2.7750000000000004,0.0
2306.164096,2025-02-18 04:30:00,-5.300000000000001,30.0,2.85,0.0
2313.470272,2025-02-18 04:45:00,-5.3500000000000005,30.0,2.925,0.0
2314.9,2025-02-18 05:00:00,-5.4,30.0,3.0,0.0
2315.415904,2025-02-18 05:15:00,-5.5,30.0,3.075,0.0
2331.868768,2025-02-18 05:30:00,-5.6,30.0,3.15,0.0
2359.536736,2025-02-18 05:45:00,-5.7,30.0,3.2249999999999996,0.0
2383.705216,2025-02-18 06:00:00,-5.8,30.0,3.3,0.0
2426.011072,2025-02-18 06:15:00,-5.85,30.0,3.3499999999999996,0.25
2469.039328,2025-02-18 06:30:00,-5.9,30.0,3.4,0.5
2507.8408,2025-02-18 06:45:00,-5.95,30.0,3.45,0.75
2597.080672,2025-02-18 07:00:00,-6.0,30.0,3.5,1.0
2720.513152,2025-02-18 07:15:00,-5.85,29.0,3.7,19.25
2862.455584,2025-02-18 07:30:00,-5.7,28.0,3.9,37.5
3071.975104,2025-02-18 07:45:00,-5.550000000000001,27.0,4.1,55.75
3548.792512,2025-02-18 08:00:00,-5.4,26.0,4.3,74.0
4006.74016,2025-02-18 08:15:00,-5.300000000000001,25.5,4.3,114.25
4227.11968,2025-02-18 08:30:00,-5.2,25.0,4.3,154.5
4374.696736,2025-02-18 08:45:00,-5.1,24.5,4.3,194.75
4499.5384,2025-02-18 09:00:00,-5.0,24.0,4.3,235.0
4592.017216,2025-02-18 09:15:00,-4.7,22.75,4.375,275.75
4663.730752,2025-02-18 09:30:00,-4.4,21.5,4.449999999999999,316.5
4737.107008,2025-02-18 09:45:00,-4.1,20.25,4.5249999999999995,357.25
4771.288768,2025-02-18 10:00:00,-3.8,19.0,4.6,398.0
4819.7584,2025-02-18 10:15:00,-3.5,18.0,4.6,428.0
4877.626528,2025-02-18 10:30:00,-3.2,17.0,4.6,458.0
4909.914016,2025-02-18 10:45:00,-2.9,16.0,4.6,488.0
4938.775456,2025-02-18 11:00:00,-2.6,15.0,4.6,518.0
4967.735296,2025-02-18 11:15:00,-2.35,14.5,4.6,539.0
4904.146528,2025-02-18 11:30:00,-2.1,14.0,4.6,560.0
4760.662144,2025-02-18 11:45:00,-1.85,13.5,4.6,581.0
4343.448928,2025-02-18 12:00:00,-1.6,13.0,4.6,602.0
4073.852512,2025-02-18 12:15:00,-1.4000000000000001,12.75,4.574999999999999,604.75
4009.249888,2025-02-18 12:30:00,-1.2000000000000002,12.5,4.55,607.5
3980.913184,2025-02-18 12:45:00,-1.0,12.25,4.525,610.25
4052.206816,2025-02-18 13:00:00,-0.8,12.0,4.5,613.0
4142.215936,2025-02-18 13:15:00,-0.65,11.75,4.475,599.75
4362.605824,2025-02-18 13:30:00,-0.5,11.5,4.45,586.5
4621.862464,2025-02-18 13:45:00,-0.35,11.25,4.425000000000001,573.25
4673.86,2025-02-18 14:00:00,-0.2,11.0,4.4,560.0
4742.57824,2025-02-18 14:15:00,-0.15000000000000002,10.75,4.375,532.5
4744.864384,2025-02-18 14:30:00,-0.1,10.5,4.35,505.0
4791.065344,2025-02-18 14:45:00,-0.04999999999999999,10.25,4.325,477.5
4789.593472,2025-02-18 15:00:00,0.0,10.0,4.3,450.0
4820.466208,2025-02-18 15:15:00,-0.1,10.0,4.3,411.5
4892.735296,2025-02-18 15:30:00,-0.2,10.0,4.3,373.0
4908.34,2025-02-18 15:45:00,-0.30000000000000004,10.0,4.3,334.5
4923.330592,2025-02-18 16:00:00,-0.4,10.0,4.3,296.0
4954.18096,2025-02-18 16:15:00,-0.65,10.5,4.075,253.25
4961.845024,2025-02-18 16:30:00,-0.8999999999999999,11.0,3.8499999999999996,210.5
4953.036736,2025-02-18 16:45:00,-1.15,11.5,3.625,167.75
4866.7984,2025-02-18 17:00:00,-1.4,12.0,3.4,125.0
4778.471392,2025-02-18 17:15:00,-1.75,12.5,3.25,96.25
4559.444704,2025-02-18 17:30:00,-2.0999999999999996,13.0,3.0999999999999996,67.5
4364.264224,2025-02-18 17:45:00,-2.4499999999999997,13.5,2.9499999999999997,38.75
4376.062144,2025-02-18 18:00:00,-2.8,14.0,2.8,10.0
4471.16032,2025-02-18 18:15:00,-3.0,14.25,2.7249999999999996,7.5
4674.52,2025-02-18 18:30:00,-3.2,14.5,2.65,5.0
4805.704864,2025-02-18 18:45:00,-3.4,14.75,2.575,2.5
4815.215296,2025-02-18 19:00:00,-3.6,15.0,2.5,0.0
4800.622624,2025-02-18 19:15:00,-3.675,15.25,2.525,0.0
4763.073472,2025-02-18 19:30:00,-3.75,15.5,2.55,0.0
4706.595616,2025-02-18 19:45:00,-3.825,15.75,2.575,0.0
4621.429408,2025-02-18 20:00:00,-3.9,16.0,2.6,0.0
4605.736096,2025-02-18 20:15:00,-3.9499999999999997,19.5,2.65,0.0
4604.683744,2025-02-18 20:30:00,-4.0,23.0,2.7,0.0
4582.6216,2025-02-18 20:45:00,-4.05,26.5,2.75,0.0
4529.08048,2025-02-18 21:00:00,-4.1,30.0,2.8,0.0
4478.58016,2025-02-18 21:15:00,-4.125,30.5,2.8249999999999997,0.0
4440.042304,2025-02-18 21:30:00,-4.15,31.0,2.8499999999999996,0.0
4371.007168,2025-02-18 21:45:00,-4.175,31.5,2.875,0.0
4285.885504,2025-02-18 22:00:00,-4.2,32.0,2.9,0.0
4203.92032,2025-02-18 22:15:00,-4.25,31.5,2.925,0.0
4091.297536,2025-02-18 22:30:00,-4.300000000000001,31.0,2.95,0.0
3974.180032,2025-02-18 22:45:00,-4.3500000000000005,30.5,2.975,0.0
3835.172512,2025-02-18 23:00:00,-4.4,30.0,3.0,0.0
3696.188128,2025-02-18 23:15:00,-4.45,29.5,2.95,0.0
3581.99008,2025-02-18 23:30:00,-4.5,29.0,2.9,0.0
3455.79136,2025-02-18 23:45:00,-4.55,28.5,2.8499999999999996,0.0
3364.194304,2025-02-19 00:00:00,-4.6,28.0,2.8,0.0
3313.758016,2025-02-19 00:15:00,-4.6499999999999995,28.25,2.675,0.0
3250.290592,2025-02-19 00:30:00,-4.699999999999999,28.5,2.55,0.0
3197.320672,2025-02-19 00:45:00,-4.75,28.75,2.425,0.0
3154.690912,2025-02-19 01:00:00,-4.8,29.0,2.3,0.0
3110.70832,2025-02-19 01:15:00,-4.85,28.75,2.2249999999999996,0.0
3082.647328,2025-02-19 01:30:00,-4.9,28.5,2.15,0.0
3062.335456,2025-02-19 01:45:00,-4.95,28.25,2.075,0.0
3030.916096,2025-02-19 02:00:00,-5.0,28.0,2.0,0.0
3003.951232,2025-02-19 02:15:00,-5.05,28.0,2.05,0.0
3001.652224,2025-02-19 02:30:00,-5.1,28.0,2.1,0.0
2978.608,2025-02-19 02:45:00,-5.15,28.0,2.1500000000000004,0.0
2956.798048,2025-02-19 03:00:00,-5.2,28.0,2.2,0.0
2953.606048,2025-02-19 03:15:00,-5.225,28.25,2.1500000000000004,0.0
2934.636928,2025-02-19 03:30:00,-5.25,28.5,2.1,0.0
2919.557248,2025-02-19 03:45:00,-5.275,28.75,2.05,0.0
2905.133344,2025-02-19 04:00:00,-5.3,29.0,2.0,0.0
2891.413312,2025-02-19 04:15:00,-5.35,29.25,2.025,0.0
2886.69904,2025-02-19 04:30:00,-5.4,29.5,2.05,0.0
2896.64128,2025-02-19 04:45:00,-5.45,29.75,2.075,0.0
2881.117696,2025-02-19 05:00:00,-5.5,30.0,2.1,0.0
2881.909888,2025-02-19 05:15:00,-5.525,30.25,2.15,0.0
2907.167488,2025-02-19 05:30:00,-5.55,30.5,2.2,0.0
2917.89856,2025-02-19 05:45:00,-5.574999999999999,30.75,2.25,0.0
2925.875584,2025-02-19 06:00:00,-5.6,31.0,2.3,0.0
2965.028128,2025-02-19 06:15:00,-5.6,30.75,2.5,0.25
2994.964384,2025-02-19 06:30:00,-5.6,30.5,2.7,0.5
3047.583712,2025-02-19 06:45:00,-5.6,30.25,2.9,0.75
3142.197088,2025-02-19 07:00:00,-5.6,30.0,3.1,1.0
3264.77056,2025-02-19 07:15:00,-5.449999999999999,29.25,3.35,19.75
3426.713824,2025-02-19 07:30:00,-5.3,28.5,3.5999999999999996,38.5
3718.288,2025-02-19 07:45:00,-5.15,27.75,3.8499999999999996,57.25
4285.109728,2025-02-19 08:00:00,-5.0,27.0,4.1,76.0
4823.324704,2025-02-19 08:15:00,-4.9,26.75,4.199999999999999,116.5
5037.423424,2025-02-19 08:30:00,-4.8,26.5,4.3,157.0
5189.655616,2025-02-19 08:45:00,-4.699999999999999,26.25,4.4,197.5
5298.370912,2025-02-19 09:00:00,-4.6,26.0,4.5,238.0
5364.00112,2025-02-19 09:15:00,-4.35,24.75,4.625,279.25
5462.0416,2025-02-19 09:30:00,-4.1,23.5,4.75,320.5
5553.194176,2025-02-19 09:45:00,-3.85,22.25,4.875,361.75
5606.568448,2025-02-19 10:00:00,-3.6,21.0,5.0,403.0
5639.596096,2025-02-19 10:15:00,-3.35,20.25,4.975,434.75
5707.656736,2025-02-19 10:30:00,-3.1,19.5,4.95,466.5
5707.525024,2025-02-19 10:45:00,-2.85,18.75,4.925000000000001,498.25
5734.955296,2025-02-19 11:00:00,-2.6,18.0,4.9,530.0
5733.1216,2025-02-19 11:15:00,-2.375,17.5,4.8500000000000005,548.25
5641.48192,2025-02-19 11:30:00,-2.15,17.0,4.800000000000001,566.5
5438.689888,2025-02-19 11:45:00,-1.925,16.5,4.75,584.75
4923.157696,2025-02-19 12:00:00,-1.7,16.0,4.7,603.0
4589.723104,2025-02-19 12:15:00,-1.55,15.5,4.65,605.75
4541.92048,2025-02-19 12:30:00,-1.4,15.0,4.6,608.5
4502.411872,2025-02-19 12:45:00,-1.25,14.5,4.55,611.25
4572.089728,2025-02-19 13:00:00,-1.1,14.0,4.5,614.0
4657.46032,2025-02-19 13:15:00,-1.0250000000000001,13.75,4.425,601.25
4966.48,2025-02-19 13:30:00,-0.9500000000000001,13.5,4.35,588.5
5321.713792,2025-02-19 13:45:00,-0.875,13.25,4.275,575.75
5400.813472,2025-02-19 14:00:00,-0.8,13.0,4.2,563.0
5485.585024,2025-02-19 14:15:00,-0.8,13.0,4.15,535.5
5510.288608,2025-02-19 14:30:00,-0.8,13.0,4.1,508.0
5544.133312,2025-02-19 14:45:00,-0.8,13.0,4.05,480.5
5578.991392,2025-02-19 15:00:00,-0.8,13.0,4.0,453.0
5590.696096,2025-02-19 15:15:00,-0.875,13.0,3.975,414.5
5657.890048,2025-02-19 15:30:00,-0.9500000000000001,13.0,3.95,376.0
5673.825184,2025-02-19 15:45:00,-1.0250000000000001,13.0,3.925,337.5
5683.613632,2025-02-19 16:00:00,-1.1,13.0,3.9,299.0
5730.143584,2025-02-19 16:15:00,-1.3250000000000002,13.25,3.675,256.25
5731.970272,2025-02-19 16:30:00,-1.55,13.5,3.45,213.5
5690.170912,2025-02-19 16:45:00,-1.775,13.75,3.225,170.75
5613.01888,2025-02-19 17:00:00,-2.0,14.0,3.0,128.0
5504.665984,2025-02-19 17:15:00,-2.4,14.75,2.9,98.75
5205.909088,2025-02-19 17:30:00,-2.8,15.5,2.8,69.5
5017.250272,2025-02-19 17:45:00,-3.2,16.25,2.7,40.25
5038.586848,2025-02-19 18:00:00,-3.6,17.0,2.6,11.0
5154.31984,2025-02-19 18:15:00,-3.75,17.25,2.6,8.25
5338.825024,2025-02-19 18:30:00,-3.9000000000000004,17.5,2.6,5.5
5461.217056,2025-02-19 18:45:00,-4.05,17.75,2.6,2.75
5442.612832,2025-02-19 19:00:00,-4.2,18.0,2.6,0.0
5424.096736,2025-02-19 19:15:00,-4.3,18.0,2.6,0.0
5372.130592,2025-02-19 19:30:00,-4.4,18.0,2.6,0.0
5289.557536,2025-02-19 19:45:00,-4.5,18.0,2.6,0.0
5175.183904,2025-02-19 20:00:00,-4.6,18.0,2.6,0.0
5150.725984,2025-02-19 20:15:00,-4.6,21.25,2.7,0.0
5142.035296,2025-02-19 20:30:00,-4.6,24.5,2.8,0.0
5096.733472,2025-02-19 20:45:00,-4.6,27.75,2.9,0.0
5006.896096,2025-02-19 21:00:00,-4.6,31.0,3.0,0.0
4926.824224,2025-02-19 21:15:00,-4.6499999999999995,31.0,3.025,0.0
4861.5016,2025-02-19 21:30:00,-4.699999999999999,31.0,3.05,0.0
4754.19904,2025-02-19 21:45:00,-4.75,31.0,3.075,0.0
4649.269888,2025-02-19 22:00:00,-4.8,31.0,3.1,0.0
4510.764064,2025-02-19 22:15:00,-4.85,31.25,2.875,0.0
4414.321984,2025-02-19 22:30:00,-4.9,31.5,2.6500000000000004,0.0
4262.641984,2025-02-19 22:45:00,-4.95,31.75,2.4250000000000003,0.0
4138.81888,2025-02-19 23:00:00,-5.0,32.0,2.2,0.0
3960.407488,2025-02-19 23:15:00,-5.075,32.25,2.125,0.0
3852.907648,2025-02-19 23:30:00,-5.15,32.5,2.05,0.0
3688.803712,2025-02-19 23:45:00,-5.225,32.75,1.975,0.0
3607.34176,2025-02-20 00:00:00,-5.3,33.0,1.9,0.0
3534.674176,2025-02-20 00:15:00,-5.325,32.25,1.95,0.0
3474.80992,2025-02-20 00:30:00,-5.35,31.5,2.0,0.0
3431.828608,2025-02-20 00:45:00,-5.375,30.75,2.05,0.0
3378.93952,2025-02-20 01:00:00,-5.4,30.0,2.1,0.0
3357.330112,2025-02-20 01:15:00,-5.45,29.5,2.125,0.0
3325.100512,2025-02-20 01:30:00,-5.5,29.0,2.1500000000000004,0.0
3304.770112,2025-02-20 01:45:00,-5.55,28.5,2.1750000000000003,0.0
3262.576096,2025-02-20 02:00:00,-5.6,28.0,2.2,0.0
3252.866368,2025-02-20 02:15:00,-5.675,28.25,2.1750000000000003,0.0
3239.871712,2025-02-20 02:30:00,-5.75,28.5,2.1500000000000004,0.0
3212.797408,2025-02-20 02:45:00,-5.825,28.75,2.125,0.0
3189.86848,2025-02-20 03:00:00,-5.9,29.0,2.1,0.0
3186.773824,2025-02-20 03:15:00,-5.95,29.25,2.1,0.0
3168.071392,2025-02-20 03:30:00,-6.0,29.5,2.1,0.0
3158.963104,2025-02-20 03:45:00,-6.05,29.75,2.1,0.0
3152.190592,2025-02-20 04:00:00,-6.1,30.0,2.1,0.0
3146.805376,2025-02-20 04:15:00,-6.125,30.0,2.1,0.0
3140.60944,2025-02-20 04:30:00,-6.15,30.0,2.1,0.0
3135.448768,2025-02-20 04:45:00,-6.175,30.0,2.1,0.0
3147.111232,2025-02-20 05:00:00,-6.2,30.0,2.1,0.0
3143.956288,2025-02-20 05:15:00,-6.25,30.25,2.15,0.0
3159.019648,2025-02-20 05:30:00,-6.300000000000001,30.5,2.2,0.0
3169.014976,2025-02-20 05:45:00,-6.3500000000000005,30.75,2.25,0.0
3196.822432,2025-02-20 06:00:00,-6.4,31.0,2.3,0.0
3242.127808,2025-02-20 06:15:00,-6.4,30.75,2.3499999999999996,0.25
